variant,layer,election_id,region_id,beneficiary_slot,burdened_slot,projected_margin,government_rejection_strength,dominance_activation,regime_certainty,veto_rate,base_runner_core_floor,rupture_floor_activation,theoretical_floor,effective_runner_floor,runner_flexible_mass,transfer,donor_slot,recipient_slots,candidate_ballot_recent_base,floor_mode,recipient_weight_mode,protected_floor,before,reservoir,gain,after
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2007,sido_44,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.1339414116449834,0.0,0.01,0.1339414116449834,0.1803984259604589,0.01128949442458055,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2007,sido_45,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.5050615589935803,0.0,0.01,0.5050615589935803,0.2489963619554737,0.015582414453290776,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2007,sido_46,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.5115021109033597,0.0,0.01,0.5115021109033597,0.2436089090943725,0.015245262847259446,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2007,sido_47,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.0689035077128128,0.0,0.01,0.0689035077128128,0.03689871266594581,0.0023091543548595123,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2007,sido_48,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.0994668855013218,0.0,0.01,0.0994668855013218,0.0644903902204684,0.004035866149921866,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2007,sido_50,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0625808920697294,0.0,0.0,0.01,0.0,0.2696919174747736,0.016877560779567178,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_11,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2981507946412702,0.0,0.01,0.2981507946412702,0.020775818418153735,0.001307252932608046,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_26,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.3539560494922693,0.0,0.01,0.3539560494922693,0.03533489788607641,0.00222333714876028,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_27,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.4618834178563183,0.0,0.01,0.4618834178563183,0.035586450889516674,0.0022391653291397493,,,,,,,,,,
strong_0.50__rupture_0__weak_0.25__floor_candidate_ballot__recipient_prediction_tilted,strong_incumbent_veto,pres_2017,sido_28,A,B,0.14222159439442095,0.1258437002381364,1.0,1.0,0.0629218501190682,0.2930148075897038,0.0,0.01,0.2930148075897038,0.02963264010423733,0.0018645405392711107,,,,,,,,,,
