election_id,assembly_daesu,period,issue_name,sentence_count,weighted_mentions,first_observed_date,last_observed_date,available_date,source
pres_2025,21,2022-05-23,external_shock,42,20.225000000000012,2022-05-25,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,family_legal_risk,24,8.399999999999997,2022-05-24,2022-05-26,2022-05-26,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,foreign_policy,108,70.54999999999998,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,gender_generation,7,6.575,2022-05-26,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,inflation_livelihood,42,19.065000000000005,2022-05-29,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,jobs_labor,56,23.500000000000007,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,regime_change,44,22.00925000000001,2022-05-25,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,regional_dev,47,24.150000000000013,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,security_nk,203,96.2499999999998,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,unification_event,1,0.35,2022-05-25,2022-05-25,2022-05-25,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,welfare_pension,59,28.200000000000028,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,withdrawal_event,2,0.7,2022-05-25,2022-05-25,2022-05-25,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,candidate_competence,1,0.35,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,economy_growth,7,2.52,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,endorsement_event,7,2.45,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,family_legal_risk,2,0.7,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,foreign_policy,28,9.799999999999995,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,gender_generation,14,4.8999999999999995,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,jobs_labor,1,0.35,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,regime_change,2,0.2695,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,regional_dev,24,21.750000000000007,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,security_nk,5,1.75,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-06-27,welfare_pension,1,0.35,2022-06-30,2022-06-30,2022-06-30,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,candidate_competence,3,2.975,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,corruption_integrity,1,0.35,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,economy_growth,1,0.35,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,endorsement_event,2,0.7,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,external_shock,5,5.0,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,foreign_policy,12,4.2,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,inflation_livelihood,12,6.034999999999999,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,regime_change,1,0.13475,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,regional_dev,3,1.0499999999999998,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-04,security_nk,3,1.7000000000000002,2022-07-04,2022-07-04,2022-07-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-11,candidate_competence,8,7.1,2022-07-14,2022-07-14,2022-07-14,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-11,corruption_integrity,1,1.15,2022-07-14,2022-07-14,2022-07-14,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-11,foreign_policy,3,1.0499999999999998,2022-07-14,2022-07-14,2022-07-14,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-11,inflation_livelihood,1,0.35,2022-07-14,2022-07-14,2022-07-14,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-11,regime_change,1,0.575,2022-07-14,2022-07-14,2022-07-14,assembly_stance_full_corpus_v1
pres_2025,21,2022-07-11,regional_dev,4,1.4,2022-07-14,2022-07-14,2022-07-14,assembly_stance_full_corpus_v1
