region_id,lineage_id,lineage_gap,lineage_reliability,effective_n,prior_events,source_party_names,weighted_gap,regional_distinctiveness,target_election_id
sido_47,party:한국기독당,0.000421111772387771,0.4,1.0,1,한국기독당,0.0001684447089551084,0.3812512930617966,pres_2022
sido_47,party:한국문화예술당,0.00011587750975719403,0.4,1.0,1,한국문화예술당,4.635100390287762e-05,0.3812512930617966,pres_2022
sido_47,party:한국미래연합,0.049689579479731766,0.5823803940847955,2.901187583662111,3,한국미래연합,0.02893823687931395,0.3812512930617966,pres_2022
sido_47,party:한국복지당,0.00036539720443634665,0.5547215583803241,1.8925911014380399,2,한국복지당,0.00020269370667274408,0.3812512930617966,pres_2022
sido_47,party:한국사회당,0.0011417787437885683,0.4899227081686293,1.463274941896768,2,한국사회당,0.0005593833342862709,0.3812512930617966,pres_2022
sido_47,party:한미준,-0.00028558653216507346,0.7177370813558716,3.8502555179587583,4,,-0.00020497604407070455,0.3812512930617966,pres_2022
sido_47,party:한반도미래연합,-6.523808397936001e-05,0.4,1.0,1,,-2.6095233591744004e-05,0.3812512930617966,pres_2022
sido_47,party:호국당,-0.0005502370832622563,0.4,1.0,1,호국당,-0.00022009483330490254,0.3812512930617966,pres_2022
sido_47,party:홍익당,0.00026912476281083645,0.6021249694894758,2.2921038968067338,3,홍익당,0.0001620467395963373,0.3812512930617966,pres_2022
sido_47,party:희망사회당,-0.001033074006441233,0.6526714640667471,2.9225170699941074,3,,-0.0006742579242732997,0.3812512930617966,pres_2022
sido_47,party:희망의한국신당,-0.0024423265450546606,0.4,1.0,1,희망의한국신당,-0.0009769306180218644,0.3812512930617966,pres_2022
sido_47,unresolved_third,-0.014695133962240297,0.5650359277969432,7.461442888967956,10,제3지대,-0.008303278652454817,0.3812512930617966,pres_2022
sido_48,chungcheong_regionalist,-0.04488793490042614,0.7147260636188444,21.846886181099332,26,국민중심당|자민련|자유민주연합|자유선진당|제3지대|충청의미래당,-0.03208257701536052,0.23895817673660644,pres_2022
sido_48,mainstream_conservative,0.1721403377538787,0.7364854210404879,36.70866447019013,47,국민의힘|미래통합당|민주자유당|새누리당|신한국당|한나라당,0.12677884912871715,0.23895817673660644,pres_2022
sido_48,mainstream_liberal,-0.15193567039119146,0.6401435823571486,36.687550636435226,47,더불어민주당|민주당|민주통합당|새정치국민회의|새천년민주당|열린우리당|통합민주당,-0.09726064433205227,0.23895817673660644,pres_2022
sido_48,mainstream_progressive,0.035805939755695924,0.5868117971750852,5.711105192041795,7,민주노동당|민중당|정의당|진보신당|통합진보당,0.021011347857582758,0.23895817673660644,pres_2022
sido_48,party:21세기한독당,-0.00014371150481370397,0.4,1.0,1,,-5.748460192548159e-05,0.23895817673660644,pres_2022
sido_48,party:가자!대국민중심당,-0.0001251925440738941,0.4,1.0,1,가자!대국민중심당,-5.0077017629557646e-05,0.23895817673660644,pres_2022
sido_48,party:가자!평화인권당,9.675499017951682e-05,0.5570269155365,1.8925911014380399,2,가자!평화인권당,5.38951337424606e-05,0.23895817673660644,pres_2022
