query_id,query,category,priority,window_start,window_end,enabled
q0001,대선,election_issue,1,2021-01-01,2021-03-31,true
q0002,대선,election_issue,1,2021-04-01,2021-06-30,true
q0003,대선,election_issue,1,2021-07-01,2021-09-30,true
q0004,대선,election_issue,1,2021-10-01,2021-12-31,true
q0005,대선,election_issue,1,2022-01-01,2022-03-09,true
q0006,대선 대선,election_issue,1,2021-01-01,2021-03-31,true
q0007,대선 대선,election_issue,1,2021-04-01,2021-06-30,true
q0008,대선 대선,election_issue,1,2021-07-01,2021-09-30,true
q0009,대선 대선,election_issue,1,2021-10-01,2021-12-31,true
q0010,대선 대선,election_issue,1,2022-01-01,2022-03-09,true
q0011,총선,election_issue,1,2021-01-01,2021-03-31,true
q0012,총선,election_issue,1,2021-04-01,2021-06-30,true
q0013,총선,election_issue,1,2021-07-01,2021-09-30,true
q0014,총선,election_issue,1,2021-10-01,2021-12-31,true
q0015,총선,election_issue,1,2022-01-01,2022-03-09,true
q0016,총선 대선,election_issue,1,2021-01-01,2021-03-31,true
q0017,총선 대선,election_issue,1,2021-04-01,2021-06-30,true
q0018,총선 대선,election_issue,1,2021-07-01,2021-09-30,true
q0019,총선 대선,election_issue,1,2021-10-01,2021-12-31,true
q0020,총선 대선,election_issue,1,2022-01-01,2022-03-09,true
q0021,지방선거,election_issue,1,2021-01-01,2021-03-31,true
q0022,지방선거,election_issue,1,2021-04-01,2021-06-30,true
q0023,지방선거,election_issue,1,2021-07-01,2021-09-30,true
q0024,지방선거,election_issue,1,2021-10-01,2021-12-31,true
q0025,지방선거,election_issue,1,2022-01-01,2022-03-09,true
q0026,지방선거 대선,election_issue,1,2021-01-01,2021-03-31,true
q0027,지방선거 대선,election_issue,1,2021-04-01,2021-06-30,true
q0028,지방선거 대선,election_issue,1,2021-07-01,2021-09-30,true
q0029,지방선거 대선,election_issue,1,2021-10-01,2021-12-31,true
q0030,지방선거 대선,election_issue,1,2022-01-01,2022-03-09,true
q0031,정권교체,election_issue,1,2021-01-01,2021-03-31,true
q0032,정권교체,election_issue,1,2021-04-01,2021-06-30,true
q0033,정권교체,election_issue,1,2021-07-01,2021-09-30,true
q0034,정권교체,election_issue,1,2021-10-01,2021-12-31,true
q0035,정권교체,election_issue,1,2022-01-01,2022-03-09,true
q0036,정권교체 대선,election_issue,1,2021-01-01,2021-03-31,true
q0037,정권교체 대선,election_issue,1,2021-04-01,2021-06-30,true
q0038,정권교체 대선,election_issue,1,2021-07-01,2021-09-30,true
q0039,정권교체 대선,election_issue,1,2021-10-01,2021-12-31,true
q0040,정권교체 대선,election_issue,1,2022-01-01,2022-03-09,true
q0041,정권심판,election_issue,1,2021-01-01,2021-03-31,true
q0042,정권심판,election_issue,1,2021-04-01,2021-06-30,true
q0043,정권심판,election_issue,1,2021-07-01,2021-09-30,true
q0044,정권심판,election_issue,1,2021-10-01,2021-12-31,true
q0045,정권심판,election_issue,1,2022-01-01,2022-03-09,true
q0046,정권심판 대선,election_issue,1,2021-01-01,2021-03-31,true
q0047,정권심판 대선,election_issue,1,2021-04-01,2021-06-30,true
q0048,정권심판 대선,election_issue,1,2021-07-01,2021-09-30,true
q0049,정권심판 대선,election_issue,1,2021-10-01,2021-12-31,true
q0050,정권심판 대선,election_issue,1,2022-01-01,2022-03-09,true
q0051,여당,election_issue,1,2021-01-01,2021-03-31,true
q0052,여당,election_issue,1,2021-04-01,2021-06-30,true
q0053,여당,election_issue,1,2021-07-01,2021-09-30,true
q0054,여당,election_issue,1,2021-10-01,2021-12-31,true
q0055,여당,election_issue,1,2022-01-01,2022-03-09,true
q0056,여당 대선,election_issue,1,2021-01-01,2021-03-31,true
q0057,여당 대선,election_issue,1,2021-04-01,2021-06-30,true
q0058,여당 대선,election_issue,1,2021-07-01,2021-09-30,true
q0059,여당 대선,election_issue,1,2021-10-01,2021-12-31,true
q0060,여당 대선,election_issue,1,2022-01-01,2022-03-09,true
q0061,야당,election_issue,1,2021-01-01,2021-03-31,true
q0062,야당,election_issue,1,2021-04-01,2021-06-30,true
q0063,야당,election_issue,1,2021-07-01,2021-09-30,true
q0064,야당,election_issue,1,2021-10-01,2021-12-31,true
q0065,야당,election_issue,1,2022-01-01,2022-03-09,true
q0066,야당 대선,election_issue,1,2021-01-01,2021-03-31,true
q0067,야당 대선,election_issue,1,2021-04-01,2021-06-30,true
q0068,야당 대선,election_issue,1,2021-07-01,2021-09-30,true
q0069,야당 대선,election_issue,1,2021-10-01,2021-12-31,true
q0070,야당 대선,election_issue,1,2022-01-01,2022-03-09,true
q0071,경제,election_issue,1,2021-01-01,2021-03-31,true
q0072,경제,election_issue,1,2021-04-01,2021-06-30,true
q0073,경제,election_issue,1,2021-07-01,2021-09-30,true
q0074,경제,election_issue,1,2021-10-01,2021-12-31,true
q0075,경제,election_issue,1,2022-01-01,2022-03-09,true
q0076,경제 대선,election_issue,1,2021-01-01,2021-03-31,true
q0077,경제 대선,election_issue,1,2021-04-01,2021-06-30,true
q0078,경제 대선,election_issue,1,2021-07-01,2021-09-30,true
q0079,경제 대선,election_issue,1,2021-10-01,2021-12-31,true
q0080,경제 대선,election_issue,1,2022-01-01,2022-03-09,true
q0081,물가,election_issue,1,2021-01-01,2021-03-31,true
q0082,물가,election_issue,1,2021-04-01,2021-06-30,true
q0083,물가,election_issue,1,2021-07-01,2021-09-30,true
q0084,물가,election_issue,1,2021-10-01,2021-12-31,true
q0085,물가,election_issue,1,2022-01-01,2022-03-09,true
q0086,물가 대선,election_issue,1,2021-01-01,2021-03-31,true
q0087,물가 대선,election_issue,1,2021-04-01,2021-06-30,true
q0088,물가 대선,election_issue,1,2021-07-01,2021-09-30,true
q0089,물가 대선,election_issue,1,2021-10-01,2021-12-31,true
q0090,물가 대선,election_issue,1,2022-01-01,2022-03-09,true
q0091,부동산,election_issue,1,2021-01-01,2021-03-31,true
q0092,부동산,election_issue,1,2021-04-01,2021-06-30,true
q0093,부동산,election_issue,1,2021-07-01,2021-09-30,true
q0094,부동산,election_issue,1,2021-10-01,2021-12-31,true
q0095,부동산,election_issue,1,2022-01-01,2022-03-09,true
q0096,부동산 대선,election_issue,1,2021-01-01,2021-03-31,true
q0097,부동산 대선,election_issue,1,2021-04-01,2021-06-30,true
q0098,부동산 대선,election_issue,1,2021-07-01,2021-09-30,true
q0099,부동산 대선,election_issue,1,2021-10-01,2021-12-31,true
q0100,부동산 대선,election_issue,1,2022-01-01,2022-03-09,true
q0101,연금,election_issue,1,2021-01-01,2021-03-31,true
q0102,연금,election_issue,1,2021-04-01,2021-06-30,true
q0103,연금,election_issue,1,2021-07-01,2021-09-30,true
q0104,연금,election_issue,1,2021-10-01,2021-12-31,true
q0105,연금,election_issue,1,2022-01-01,2022-03-09,true
q0106,연금 대선,election_issue,1,2021-01-01,2021-03-31,true
q0107,연금 대선,election_issue,1,2021-04-01,2021-06-30,true
q0108,연금 대선,election_issue,1,2021-07-01,2021-09-30,true
q0109,연금 대선,election_issue,1,2021-10-01,2021-12-31,true
q0110,연금 대선,election_issue,1,2022-01-01,2022-03-09,true
q0111,일자리,election_issue,1,2021-01-01,2021-03-31,true
q0112,일자리,election_issue,1,2021-04-01,2021-06-30,true
q0113,일자리,election_issue,1,2021-07-01,2021-09-30,true
q0114,일자리,election_issue,1,2021-10-01,2021-12-31,true
q0115,일자리,election_issue,1,2022-01-01,2022-03-09,true
q0116,일자리 대선,election_issue,1,2021-01-01,2021-03-31,true
q0117,일자리 대선,election_issue,1,2021-04-01,2021-06-30,true
q0118,일자리 대선,election_issue,1,2021-07-01,2021-09-30,true
q0119,일자리 대선,election_issue,1,2021-10-01,2021-12-31,true
q0120,일자리 대선,election_issue,1,2022-01-01,2022-03-09,true
q0121,복지,election_issue,1,2021-01-01,2021-03-31,true
q0122,복지,election_issue,1,2021-04-01,2021-06-30,true
q0123,복지,election_issue,1,2021-07-01,2021-09-30,true
q0124,복지,election_issue,1,2021-10-01,2021-12-31,true
q0125,복지,election_issue,1,2022-01-01,2022-03-09,true
q0126,복지 대선,election_issue,1,2021-01-01,2021-03-31,true
q0127,복지 대선,election_issue,1,2021-04-01,2021-06-30,true
q0128,복지 대선,election_issue,1,2021-07-01,2021-09-30,true
q0129,복지 대선,election_issue,1,2021-10-01,2021-12-31,true
q0130,복지 대선,election_issue,1,2022-01-01,2022-03-09,true
q0131,안보,election_issue,1,2021-01-01,2021-03-31,true
q0132,안보,election_issue,1,2021-04-01,2021-06-30,true
q0133,안보,election_issue,1,2021-07-01,2021-09-30,true
q0134,안보,election_issue,1,2021-10-01,2021-12-31,true
q0135,안보,election_issue,1,2022-01-01,2022-03-09,true
q0136,안보 대선,election_issue,1,2021-01-01,2021-03-31,true
q0137,안보 대선,election_issue,1,2021-04-01,2021-06-30,true
q0138,안보 대선,election_issue,1,2021-07-01,2021-09-30,true
q0139,안보 대선,election_issue,1,2021-10-01,2021-12-31,true
q0140,안보 대선,election_issue,1,2022-01-01,2022-03-09,true
q0141,청년 주거,election_issue,1,2021-01-01,2021-03-31,true
q0142,청년 주거,election_issue,1,2021-04-01,2021-06-30,true
q0143,청년 주거,election_issue,1,2021-07-01,2021-09-30,true
q0144,청년 주거,election_issue,1,2021-10-01,2021-12-31,true
q0145,청년 주거,election_issue,1,2022-01-01,2022-03-09,true
q0146,청년 주거 대선,election_issue,1,2021-01-01,2021-03-31,true
q0147,청년 주거 대선,election_issue,1,2021-04-01,2021-06-30,true
q0148,청년 주거 대선,election_issue,1,2021-07-01,2021-09-30,true
q0149,청년 주거 대선,election_issue,1,2021-10-01,2021-12-31,true
q0150,청년 주거 대선,election_issue,1,2022-01-01,2022-03-09,true
q0151,검찰개혁,election_issue,1,2021-01-01,2021-03-31,true
q0152,검찰개혁,election_issue,1,2021-04-01,2021-06-30,true
q0153,검찰개혁,election_issue,1,2021-07-01,2021-09-30,true
q0154,검찰개혁,election_issue,1,2021-10-01,2021-12-31,true
q0155,검찰개혁,election_issue,1,2022-01-01,2022-03-09,true
q0156,검찰개혁 대선,election_issue,1,2021-01-01,2021-03-31,true
q0157,검찰개혁 대선,election_issue,1,2021-04-01,2021-06-30,true
q0158,검찰개혁 대선,election_issue,1,2021-07-01,2021-09-30,true
q0159,검찰개혁 대선,election_issue,1,2021-10-01,2021-12-31,true
q0160,검찰개혁 대선,election_issue,1,2022-01-01,2022-03-09,true
q0161,대선 더불어민주당,issue_party,2,2021-01-01,2021-03-31,true
q0162,대선 더불어민주당,issue_party,2,2021-04-01,2021-06-30,true
q0163,대선 더불어민주당,issue_party,2,2021-07-01,2021-09-30,true
q0164,대선 더불어민주당,issue_party,2,2021-10-01,2021-12-31,true
q0165,대선 더불어민주당,issue_party,2,2022-01-01,2022-03-09,true
q0166,대선 국민의힘,issue_party,2,2021-01-01,2021-03-31,true
q0167,대선 국민의힘,issue_party,2,2021-04-01,2021-06-30,true
q0168,대선 국민의힘,issue_party,2,2021-07-01,2021-09-30,true
q0169,대선 국민의힘,issue_party,2,2021-10-01,2021-12-31,true
q0170,대선 국민의힘,issue_party,2,2022-01-01,2022-03-09,true
q0171,대선 정의당,issue_party,2,2021-01-01,2021-03-31,true
q0172,대선 정의당,issue_party,2,2021-04-01,2021-06-30,true
q0173,대선 정의당,issue_party,2,2021-07-01,2021-09-30,true
q0174,대선 정의당,issue_party,2,2021-10-01,2021-12-31,true
q0175,대선 정의당,issue_party,2,2022-01-01,2022-03-09,true
q0176,대선 국민의당,issue_party,2,2021-01-01,2021-03-31,true
q0177,대선 국민의당,issue_party,2,2021-04-01,2021-06-30,true
q0178,대선 국민의당,issue_party,2,2021-07-01,2021-09-30,true
q0179,대선 국민의당,issue_party,2,2021-10-01,2021-12-31,true
q0180,대선 국민의당,issue_party,2,2022-01-01,2022-03-09,true
q0181,대선 이재명,issue_candidate,2,2021-01-01,2021-03-31,true
q0182,대선 이재명,issue_candidate,2,2021-04-01,2021-06-30,true
q0183,대선 이재명,issue_candidate,2,2021-07-01,2021-09-30,true
q0184,대선 이재명,issue_candidate,2,2021-10-01,2021-12-31,true
q0185,대선 이재명,issue_candidate,2,2022-01-01,2022-03-09,true
q0186,대선 윤석열,issue_candidate,2,2021-01-01,2021-03-31,true
q0187,대선 윤석열,issue_candidate,2,2021-04-01,2021-06-30,true
q0188,대선 윤석열,issue_candidate,2,2021-07-01,2021-09-30,true
q0189,대선 윤석열,issue_candidate,2,2021-10-01,2021-12-31,true
q0190,대선 윤석열,issue_candidate,2,2022-01-01,2022-03-09,true
q0191,대선 심상정,issue_candidate,2,2021-01-01,2021-03-31,true
q0192,대선 심상정,issue_candidate,2,2021-04-01,2021-06-30,true
q0193,대선 심상정,issue_candidate,2,2021-07-01,2021-09-30,true
q0194,대선 심상정,issue_candidate,2,2021-10-01,2021-12-31,true
q0195,대선 심상정,issue_candidate,2,2022-01-01,2022-03-09,true
q0196,대선 안철수,issue_candidate,2,2021-01-01,2021-03-31,true
q0197,대선 안철수,issue_candidate,2,2021-04-01,2021-06-30,true
q0198,대선 안철수,issue_candidate,2,2021-07-01,2021-09-30,true
q0199,대선 안철수,issue_candidate,2,2021-10-01,2021-12-31,true
q0200,대선 안철수,issue_candidate,2,2022-01-01,2022-03-09,true
q0201,총선 더불어민주당,issue_party,2,2021-01-01,2021-03-31,true
q0202,총선 더불어민주당,issue_party,2,2021-04-01,2021-06-30,true
q0203,총선 더불어민주당,issue_party,2,2021-07-01,2021-09-30,true
q0204,총선 더불어민주당,issue_party,2,2021-10-01,2021-12-31,true
q0205,총선 더불어민주당,issue_party,2,2022-01-01,2022-03-09,true
q0206,총선 국민의힘,issue_party,2,2021-01-01,2021-03-31,true
q0207,총선 국민의힘,issue_party,2,2021-04-01,2021-06-30,true
q0208,총선 국민의힘,issue_party,2,2021-07-01,2021-09-30,true
q0209,총선 국민의힘,issue_party,2,2021-10-01,2021-12-31,true
q0210,총선 국민의힘,issue_party,2,2022-01-01,2022-03-09,true
q0211,총선 정의당,issue_party,2,2021-01-01,2021-03-31,true
q0212,총선 정의당,issue_party,2,2021-04-01,2021-06-30,true
q0213,총선 정의당,issue_party,2,2021-07-01,2021-09-30,true
q0214,총선 정의당,issue_party,2,2021-10-01,2021-12-31,true
q0215,총선 정의당,issue_party,2,2022-01-01,2022-03-09,true
q0216,총선 국민의당,issue_party,2,2021-01-01,2021-03-31,true
q0217,총선 국민의당,issue_party,2,2021-04-01,2021-06-30,true
q0218,총선 국민의당,issue_party,2,2021-07-01,2021-09-30,true
q0219,총선 국민의당,issue_party,2,2021-10-01,2021-12-31,true
q0220,총선 국민의당,issue_party,2,2022-01-01,2022-03-09,true
q0221,총선 이재명,issue_candidate,2,2021-01-01,2021-03-31,true
q0222,총선 이재명,issue_candidate,2,2021-04-01,2021-06-30,true
q0223,총선 이재명,issue_candidate,2,2021-07-01,2021-09-30,true
q0224,총선 이재명,issue_candidate,2,2021-10-01,2021-12-31,true
q0225,총선 이재명,issue_candidate,2,2022-01-01,2022-03-09,true
q0226,총선 윤석열,issue_candidate,2,2021-01-01,2021-03-31,true
q0227,총선 윤석열,issue_candidate,2,2021-04-01,2021-06-30,true
q0228,총선 윤석열,issue_candidate,2,2021-07-01,2021-09-30,true
q0229,총선 윤석열,issue_candidate,2,2021-10-01,2021-12-31,true
q0230,총선 윤석열,issue_candidate,2,2022-01-01,2022-03-09,true
q0231,총선 심상정,issue_candidate,2,2021-01-01,2021-03-31,true
q0232,총선 심상정,issue_candidate,2,2021-04-01,2021-06-30,true
q0233,총선 심상정,issue_candidate,2,2021-07-01,2021-09-30,true
q0234,총선 심상정,issue_candidate,2,2021-10-01,2021-12-31,true
q0235,총선 심상정,issue_candidate,2,2022-01-01,2022-03-09,true
q0236,총선 안철수,issue_candidate,2,2021-01-01,2021-03-31,true
q0237,총선 안철수,issue_candidate,2,2021-04-01,2021-06-30,true
q0238,총선 안철수,issue_candidate,2,2021-07-01,2021-09-30,true
q0239,총선 안철수,issue_candidate,2,2021-10-01,2021-12-31,true
q0240,총선 안철수,issue_candidate,2,2022-01-01,2022-03-09,true
q0241,지방선거 더불어민주당,issue_party,2,2021-01-01,2021-03-31,true
q0242,지방선거 더불어민주당,issue_party,2,2021-04-01,2021-06-30,true
q0243,지방선거 더불어민주당,issue_party,2,2021-07-01,2021-09-30,true
q0244,지방선거 더불어민주당,issue_party,2,2021-10-01,2021-12-31,true
q0245,지방선거 더불어민주당,issue_party,2,2022-01-01,2022-03-09,true
q0246,지방선거 국민의힘,issue_party,2,2021-01-01,2021-03-31,true
q0247,지방선거 국민의힘,issue_party,2,2021-04-01,2021-06-30,true
q0248,지방선거 국민의힘,issue_party,2,2021-07-01,2021-09-30,true
q0249,지방선거 국민의힘,issue_party,2,2021-10-01,2021-12-31,true
q0250,지방선거 국민의힘,issue_party,2,2022-01-01,2022-03-09,true
q0251,지방선거 정의당,issue_party,2,2021-01-01,2021-03-31,true
q0252,지방선거 정의당,issue_party,2,2021-04-01,2021-06-30,true
q0253,지방선거 정의당,issue_party,2,2021-07-01,2021-09-30,true
q0254,지방선거 정의당,issue_party,2,2021-10-01,2021-12-31,true
q0255,지방선거 정의당,issue_party,2,2022-01-01,2022-03-09,true
q0256,지방선거 국민의당,issue_party,2,2021-01-01,2021-03-31,true
q0257,지방선거 국민의당,issue_party,2,2021-04-01,2021-06-30,true
q0258,지방선거 국민의당,issue_party,2,2021-07-01,2021-09-30,true
q0259,지방선거 국민의당,issue_party,2,2021-10-01,2021-12-31,true
q0260,지방선거 국민의당,issue_party,2,2022-01-01,2022-03-09,true
q0261,지방선거 이재명,issue_candidate,2,2021-01-01,2021-03-31,true
q0262,지방선거 이재명,issue_candidate,2,2021-04-01,2021-06-30,true
q0263,지방선거 이재명,issue_candidate,2,2021-07-01,2021-09-30,true
q0264,지방선거 이재명,issue_candidate,2,2021-10-01,2021-12-31,true
q0265,지방선거 이재명,issue_candidate,2,2022-01-01,2022-03-09,true
q0266,지방선거 윤석열,issue_candidate,2,2021-01-01,2021-03-31,true
q0267,지방선거 윤석열,issue_candidate,2,2021-04-01,2021-06-30,true
q0268,지방선거 윤석열,issue_candidate,2,2021-07-01,2021-09-30,true
q0269,지방선거 윤석열,issue_candidate,2,2021-10-01,2021-12-31,true
q0270,지방선거 윤석열,issue_candidate,2,2022-01-01,2022-03-09,true
q0271,지방선거 심상정,issue_candidate,2,2021-01-01,2021-03-31,true
q0272,지방선거 심상정,issue_candidate,2,2021-04-01,2021-06-30,true
q0273,지방선거 심상정,issue_candidate,2,2021-07-01,2021-09-30,true
q0274,지방선거 심상정,issue_candidate,2,2021-10-01,2021-12-31,true
q0275,지방선거 심상정,issue_candidate,2,2022-01-01,2022-03-09,true
q0276,지방선거 안철수,issue_candidate,2,2021-01-01,2021-03-31,true
q0277,지방선거 안철수,issue_candidate,2,2021-04-01,2021-06-30,true
q0278,지방선거 안철수,issue_candidate,2,2021-07-01,2021-09-30,true
q0279,지방선거 안철수,issue_candidate,2,2021-10-01,2021-12-31,true
q0280,지방선거 안철수,issue_candidate,2,2022-01-01,2022-03-09,true
q0281,정권교체 더불어민주당,issue_party,2,2021-01-01,2021-03-31,true
q0282,정권교체 더불어민주당,issue_party,2,2021-04-01,2021-06-30,true
q0283,정권교체 더불어민주당,issue_party,2,2021-07-01,2021-09-30,true
q0284,정권교체 더불어민주당,issue_party,2,2021-10-01,2021-12-31,true
q0285,정권교체 더불어민주당,issue_party,2,2022-01-01,2022-03-09,true
q0286,정권교체 국민의힘,issue_party,2,2021-01-01,2021-03-31,true
q0287,정권교체 국민의힘,issue_party,2,2021-04-01,2021-06-30,true
q0288,정권교체 국민의힘,issue_party,2,2021-07-01,2021-09-30,true
q0289,정권교체 국민의힘,issue_party,2,2021-10-01,2021-12-31,true
q0290,정권교체 국민의힘,issue_party,2,2022-01-01,2022-03-09,true
q0291,정권교체 정의당,issue_party,2,2021-01-01,2021-03-31,true
q0292,정권교체 정의당,issue_party,2,2021-04-01,2021-06-30,true
q0293,정권교체 정의당,issue_party,2,2021-07-01,2021-09-30,true
q0294,정권교체 정의당,issue_party,2,2021-10-01,2021-12-31,true
q0295,정권교체 정의당,issue_party,2,2022-01-01,2022-03-09,true
q0296,정권교체 국민의당,issue_party,2,2021-01-01,2021-03-31,true
q0297,정권교체 국민의당,issue_party,2,2021-04-01,2021-06-30,true
q0298,정권교체 국민의당,issue_party,2,2021-07-01,2021-09-30,true
q0299,정권교체 국민의당,issue_party,2,2021-10-01,2021-12-31,true
q0300,정권교체 국민의당,issue_party,2,2022-01-01,2022-03-09,true
q0301,정권교체 이재명,issue_candidate,2,2021-01-01,2021-03-31,true
q0302,정권교체 이재명,issue_candidate,2,2021-04-01,2021-06-30,true
q0303,정권교체 이재명,issue_candidate,2,2021-07-01,2021-09-30,true
q0304,정권교체 이재명,issue_candidate,2,2021-10-01,2021-12-31,true
q0305,정권교체 이재명,issue_candidate,2,2022-01-01,2022-03-09,true
q0306,정권교체 윤석열,issue_candidate,2,2021-01-01,2021-03-31,true
q0307,정권교체 윤석열,issue_candidate,2,2021-04-01,2021-06-30,true
q0308,정권교체 윤석열,issue_candidate,2,2021-07-01,2021-09-30,true
q0309,정권교체 윤석열,issue_candidate,2,2021-10-01,2021-12-31,true
q0310,정권교체 윤석열,issue_candidate,2,2022-01-01,2022-03-09,true
q0311,정권교체 심상정,issue_candidate,2,2021-01-01,2021-03-31,true
q0312,정권교체 심상정,issue_candidate,2,2021-04-01,2021-06-30,true
q0313,정권교체 심상정,issue_candidate,2,2021-07-01,2021-09-30,true
q0314,정권교체 심상정,issue_candidate,2,2021-10-01,2021-12-31,true
q0315,정권교체 심상정,issue_candidate,2,2022-01-01,2022-03-09,true
q0316,정권교체 안철수,issue_candidate,2,2021-01-01,2021-03-31,true
q0317,정권교체 안철수,issue_candidate,2,2021-04-01,2021-06-30,true
q0318,정권교체 안철수,issue_candidate,2,2021-07-01,2021-09-30,true
q0319,정권교체 안철수,issue_candidate,2,2021-10-01,2021-12-31,true
q0320,정권교체 안철수,issue_candidate,2,2022-01-01,2022-03-09,true
q0321,정권심판 더불어민주당,issue_party,2,2021-01-01,2021-03-31,true
q0322,정권심판 더불어민주당,issue_party,2,2021-04-01,2021-06-30,true
q0323,정권심판 더불어민주당,issue_party,2,2021-07-01,2021-09-30,true
q0324,정권심판 더불어민주당,issue_party,2,2021-10-01,2021-12-31,true
q0325,정권심판 더불어민주당,issue_party,2,2022-01-01,2022-03-09,true
q0326,정권심판 국민의힘,issue_party,2,2021-01-01,2021-03-31,true
q0327,정권심판 국민의힘,issue_party,2,2021-04-01,2021-06-30,true
q0328,정권심판 국민의힘,issue_party,2,2021-07-01,2021-09-30,true
q0329,정권심판 국민의힘,issue_party,2,2021-10-01,2021-12-31,true
q0330,정권심판 국민의힘,issue_party,2,2022-01-01,2022-03-09,true
q0331,정권심판 정의당,issue_party,2,2021-01-01,2021-03-31,true
q0332,정권심판 정의당,issue_party,2,2021-04-01,2021-06-30,true
q0333,정권심판 정의당,issue_party,2,2021-07-01,2021-09-30,true
q0334,정권심판 정의당,issue_party,2,2021-10-01,2021-12-31,true
q0335,정권심판 정의당,issue_party,2,2022-01-01,2022-03-09,true
q0336,정권심판 국민의당,issue_party,2,2021-01-01,2021-03-31,true
q0337,정권심판 국민의당,issue_party,2,2021-04-01,2021-06-30,true
q0338,정권심판 국민의당,issue_party,2,2021-07-01,2021-09-30,true
q0339,정권심판 국민의당,issue_party,2,2021-10-01,2021-12-31,true
q0340,정권심판 국민의당,issue_party,2,2022-01-01,2022-03-09,true
q0341,정권심판 이재명,issue_candidate,2,2021-01-01,2021-03-31,true
q0342,정권심판 이재명,issue_candidate,2,2021-04-01,2021-06-30,true
q0343,정권심판 이재명,issue_candidate,2,2021-07-01,2021-09-30,true
q0344,정권심판 이재명,issue_candidate,2,2021-10-01,2021-12-31,true
q0345,정권심판 이재명,issue_candidate,2,2022-01-01,2022-03-09,true
q0346,정권심판 윤석열,issue_candidate,2,2021-01-01,2021-03-31,true
q0347,정권심판 윤석열,issue_candidate,2,2021-04-01,2021-06-30,true
q0348,정권심판 윤석열,issue_candidate,2,2021-07-01,2021-09-30,true
q0349,정권심판 윤석열,issue_candidate,2,2021-10-01,2021-12-31,true
q0350,정권심판 윤석열,issue_candidate,2,2022-01-01,2022-03-09,true
q0351,정권심판 심상정,issue_candidate,2,2021-01-01,2021-03-31,true
q0352,정권심판 심상정,issue_candidate,2,2021-04-01,2021-06-30,true
q0353,정권심판 심상정,issue_candidate,2,2021-07-01,2021-09-30,true
q0354,정권심판 심상정,issue_candidate,2,2021-10-01,2021-12-31,true
q0355,정권심판 심상정,issue_candidate,2,2022-01-01,2022-03-09,true
q0356,정권심판 안철수,issue_candidate,2,2021-01-01,2021-03-31,true
q0357,정권심판 안철수,issue_candidate,2,2021-04-01,2021-06-30,true
q0358,정권심판 안철수,issue_candidate,2,2021-07-01,2021-09-30,true
q0359,정권심판 안철수,issue_candidate,2,2021-10-01,2021-12-31,true
q0360,정권심판 안철수,issue_candidate,2,2022-01-01,2022-03-09,true
q0361,여당 더불어민주당,issue_party,2,2021-01-01,2021-03-31,true
q0362,여당 더불어민주당,issue_party,2,2021-04-01,2021-06-30,true
q0363,여당 더불어민주당,issue_party,2,2021-07-01,2021-09-30,true
q0364,여당 더불어민주당,issue_party,2,2021-10-01,2021-12-31,true
q0365,여당 더불어민주당,issue_party,2,2022-01-01,2022-03-09,true
q0366,여당 국민의힘,issue_party,2,2021-01-01,2021-03-31,true
q0367,여당 국민의힘,issue_party,2,2021-04-01,2021-06-30,true
q0368,여당 국민의힘,issue_party,2,2021-07-01,2021-09-30,true
q0369,여당 국민의힘,issue_party,2,2021-10-01,2021-12-31,true
q0370,여당 국민의힘,issue_party,2,2022-01-01,2022-03-09,true
q0371,여당 정의당,issue_party,2,2021-01-01,2021-03-31,true
q0372,여당 정의당,issue_party,2,2021-04-01,2021-06-30,true
q0373,여당 정의당,issue_party,2,2021-07-01,2021-09-30,true
q0374,여당 정의당,issue_party,2,2021-10-01,2021-12-31,true
q0375,여당 정의당,issue_party,2,2022-01-01,2022-03-09,true
q0376,여당 국민의당,issue_party,2,2021-01-01,2021-03-31,true
q0377,여당 국민의당,issue_party,2,2021-04-01,2021-06-30,true
q0378,여당 국민의당,issue_party,2,2021-07-01,2021-09-30,true
q0379,여당 국민의당,issue_party,2,2021-10-01,2021-12-31,true
q0380,여당 국민의당,issue_party,2,2022-01-01,2022-03-09,true
q0381,여당 이재명,issue_candidate,2,2021-01-01,2021-03-31,true
q0382,여당 이재명,issue_candidate,2,2021-04-01,2021-06-30,true
q0383,여당 이재명,issue_candidate,2,2021-07-01,2021-09-30,true
q0384,여당 이재명,issue_candidate,2,2021-10-01,2021-12-31,true
q0385,여당 이재명,issue_candidate,2,2022-01-01,2022-03-09,true
q0386,여당 윤석열,issue_candidate,2,2021-01-01,2021-03-31,true
q0387,여당 윤석열,issue_candidate,2,2021-04-01,2021-06-30,true
q0388,여당 윤석열,issue_candidate,2,2021-07-01,2021-09-30,true
q0389,여당 윤석열,issue_candidate,2,2021-10-01,2021-12-31,true
q0390,여당 윤석열,issue_candidate,2,2022-01-01,2022-03-09,true
q0391,여당 심상정,issue_candidate,2,2021-01-01,2021-03-31,true
q0392,여당 심상정,issue_candidate,2,2021-04-01,2021-06-30,true
q0393,여당 심상정,issue_candidate,2,2021-07-01,2021-09-30,true
q0394,여당 심상정,issue_candidate,2,2021-10-01,2021-12-31,true
q0395,여당 심상정,issue_candidate,2,2022-01-01,2022-03-09,true
q0396,여당 안철수,issue_candidate,2,2021-01-01,2021-03-31,true
q0397,여당 안철수,issue_candidate,2,2021-04-01,2021-06-30,true
q0398,여당 안철수,issue_candidate,2,2021-07-01,2021-09-30,true
