election_id,election_type,region_id,bloc,vote_share,data_quality_weight
assembly_2004_district,assembly_district,sido_44,녹색사민당,0.0013476175369239,0.65
assembly_2004_district,assembly_district,sido_44,더불어민주당,0.4496324556194567,0.65
assembly_2004_district,assembly_district,sido_44,민주국민당,0.0003606300450923,0.65
assembly_2004_district,assembly_district,sido_44,자민련,0.3568217375860563,0.65
assembly_2004_district,assembly_district,sido_44,진보정당계,0.0237405741338778,0.65
assembly_2004_district,assembly_district,sido_45,국민의힘,0.0016207197269863,0.65
assembly_2004_district,assembly_district,sido_45,녹색사민당,0.0012397643120436,0.65
assembly_2004_district,assembly_district,sido_45,더불어민주당,0.9439438044304982,0.65
assembly_2004_district,assembly_district,sido_45,자민련,0.0015676248956354,0.65
assembly_2004_district,assembly_district,sido_45,진보정당계,0.0516280866348363,0.65
assembly_2004_district,assembly_district,sido_46,국민의힘,0.009404872032069,0.65
assembly_2004_district,assembly_district,sido_46,녹색사민당,0.0012453776410491,0.65
assembly_2004_district,assembly_district,sido_46,더불어민주당,0.9527246520233204,0.65
assembly_2004_district,assembly_district,sido_46,민주국민당,0.0019314110056962,0.65
assembly_2004_district,assembly_district,sido_46,자민련,0.006187447262679,0.65
assembly_2004_district,assembly_district,sido_46,진보정당계,0.0285062400351861,0.65
assembly_2004_district,assembly_district,sido_47,국민의힘,0.6431635422148476,0.65
assembly_2004_district,assembly_district,sido_47,더불어민주당,0.3091409986167866,0.65
assembly_2004_district,assembly_district,sido_47,민주국민당,0.0006297790597024,0.65
assembly_2004_district,assembly_district,sido_47,자민련,0.0067694059659344,0.65
assembly_2004_district,assembly_district,sido_47,진보정당계,0.0402962741427288,0.65
assembly_2004_district,assembly_district,sido_48,공화당,0.0007450463748594,0.65
assembly_2004_district,assembly_district,sido_48,국민의힘,0.5190469005915264,0.65
assembly_2004_district,assembly_district,sido_48,녹색사민당,0.0016604112842639,0.65
assembly_2004_district,assembly_district,sido_48,더불어민주당,0.3805374910757754,0.65
assembly_2004_district,assembly_district,sido_48,자민련,0.0064472175862052,0.65
assembly_2004_district,assembly_district,sido_48,진보정당계,0.0915629330873695,0.65
assembly_2004_pr,assembly_pr,sido_11,가자희망2080,0.0008611072155928,1.0
assembly_2004_pr,assembly_pr,sido_11,공화당,0.0006329577588606,1.0
assembly_2004_pr,assembly_pr,sido_11,구국총연합,0.000224800473881,1.0
assembly_2004_pr,assembly_pr,sido_11,국민의힘,0.3667598800226893,1.0
assembly_2004_pr,assembly_pr,sido_11,국민통합21,0.003523548582229,1.0
assembly_2004_pr,assembly_pr,sido_11,기독당,0.0128613500168495,1.0
assembly_2004_pr,assembly_pr,sido_11,노년권익보호당,0.0015518349286352,1.0
assembly_2004_pr,assembly_pr,sido_11,녹색사민당,0.0029983862088886,1.0
assembly_2004_pr,assembly_pr,sido_11,더불어민주당,0.4615314898578147,1.0
assembly_2004_pr,assembly_pr,sido_11,민주화합당,0.0008539906270342,1.0
assembly_2004_pr,assembly_pr,sido_11,사회당,0.001065604480939,1.0
assembly_2004_pr,assembly_pr,sido_11,자민련,0.0212453192731869,1.0
assembly_2004_pr,assembly_pr,sido_11,진보정당계,0.1258897305533984,1.0
assembly_2004_pr,assembly_pr,sido_26,가자희망2080,0.0015108228901936,1.0
assembly_2004_pr,assembly_pr,sido_26,공화당,0.0007127625390704,1.0
assembly_2004_pr,assembly_pr,sido_26,구국총연합,0.0002535565098004,1.0
assembly_2004_pr,assembly_pr,sido_26,국민의힘,0.493520287441942,1.0
assembly_2004_pr,assembly_pr,sido_26,국민통합21,0.0031122016767446,1.0
assembly_2004_pr,assembly_pr,sido_26,기독당,0.0085297812052697,1.0
assembly_2004_pr,assembly_pr,sido_26,노년권익보호당,0.0014751847632401,1.0
assembly_2004_pr,assembly_pr,sido_26,녹색사민당,0.0052732743259428,1.0
assembly_2004_pr,assembly_pr,sido_26,더불어민주당,0.3560909064353109,1.0
assembly_2004_pr,assembly_pr,sido_26,민주화합당,0.0008518096573481,1.0
assembly_2004_pr,assembly_pr,sido_26,사회당,0.0016498700084713,1.0
assembly_2004_pr,assembly_pr,sido_26,자민련,0.0066210966026933,1.0
assembly_2004_pr,assembly_pr,sido_26,진보정당계,0.1203984459439721,1.0
assembly_2004_pr,assembly_pr,sido_27,가자희망2080,0.0013823654012635,1.0
assembly_2004_pr,assembly_pr,sido_27,공화당,0.0006953270339466,1.0
assembly_2004_pr,assembly_pr,sido_27,구국총연합,0.0002062957027868,1.0
assembly_2004_pr,assembly_pr,sido_27,국민의힘,0.6207713985743494,1.0
assembly_2004_pr,assembly_pr,sido_27,국민통합21,0.0030097069495864,1.0
assembly_2004_pr,assembly_pr,sido_27,기독당,0.0082545910003499,1.0
assembly_2004_pr,assembly_pr,sido_27,노년권익보호당,0.0014864342156158,1.0
assembly_2004_pr,assembly_pr,sido_27,녹색사민당,0.0044077287211508,1.0
assembly_2004_pr,assembly_pr,sido_27,더불어민주당,0.233936564071393,1.0
assembly_2004_pr,assembly_pr,sido_27,민주화합당,0.0007736088854506,1.0
assembly_2004_pr,assembly_pr,sido_27,사회당,0.0017479876959348,1.0
assembly_2004_pr,assembly_pr,sido_27,자민련,0.0076614908548378,1.0
assembly_2004_pr,assembly_pr,sido_27,진보정당계,0.115666500893334,1.0
assembly_2004_pr,assembly_pr,sido_28,가자희망2080,0.001874728092872,1.0
assembly_2004_pr,assembly_pr,sido_28,공화당,0.0007336722154801,1.0
assembly_2004_pr,assembly_pr,sido_28,구국총연합,0.0002289744235568,1.0
assembly_2004_pr,assembly_pr,sido_28,국민의힘,0.3460585869225074,1.0
assembly_2004_pr,assembly_pr,sido_28,국민통합21,0.0049105473251971,1.0
